zip3,study_year_idx,totalAvgAbove2,sd_avgAvgAbove,countAvgAbove,totalMaxAbove2,sd_avgMaxAbove,countMaxAbove,totalMinAbove2,sd_avgMinAbove,countMinAbove,total_AvgMaxConsec,sd_AvgMaxConsec,count_MaxConsec,total_AvgDaysConsec,sd_AvgDaysConsec,count_total_DaysConsec,n
524,11,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,12
524,12,3.5,0.8649312461728161,7,4,0.8876253645985944,8,3,0.7229988054812212,6,14.5,0.7216878364870323,29,3.5,0.864931246172816,7,12
524,13,0,0,0,0,0,0,0,0,0,12,0,31,0,0,0,12
524,14,9,1.8257418583505538,27,10,2.0548046676563256,30,6.666666666666666,1.507184440694504,20,13.666666666666666,0.9444444444444445,41,9,1.8257418583505538,27,9
525,3,0,0,0,0.6666666666666666,0.25197631533948484,2,0,0,0,7,0,21,0,0,0,7
525,4,7.666666666666667,1.7549832848110918,23,9,1.9181483074290497,27,7,1.7298624923456325,21,18,1.6298974374376005,54,7.333333333333333,1.7398091926806303,22,12
525,5,0,0,0,1.6666666666666665,0.26432048703291966,5,0,0,0,12,0,36,0,0,0,12
525,6,10.666666666666666,2.203456116018392,32,13.333333333333334,2.4092973674318006,40,8.333333333333334,1.8004395273328375,25,18.333333333333332,1.2828183408506817,55,10,2.185812841434,30,12
525,7,0.6666666666666666,0.19245008972987526,2,2,0.5773502691896256,6,0.3333333333333333,0.09622504486493763,1,12.333333333333334,0.0962250448649376,37,0.6666666666666666,0.19245008972987526,2,12
525,8,0.6666666666666666,0.19245008972987523,2,1,0.28867513459481287,3,0.3333333333333333,0.09622504486493762,1,12.333333333333334,0.0962250448649376,37,0.6666666666666666,0.19245008972987526,2,12
525,9,0.3333333333333333,0.09622504486493763,1,0.3333333333333333,0.09622504486493763,1,0,0,0,12,0,36,0,0,0,12
525,10,0,0,0,0,0,0,0,0,0,12,0,35,0,0,0,12
525,11,0.3333333333333333,0.09622504486493763,1,1.6666666666666665,0.332068306631874,5,0.3333333333333333,0.09622504486493763,1,12,0,36,0,0,0,12
525,12,0,0,0,0,0,0,0,0,0,12,0,41,0,0,0,12
525,13,0,0,0,0.2857142857142857,0.08247860988423224,2,0,0,0,12,0,77,0,0,0,12
525,14,2.428571428571429,0.536639412837364,17,2.571428571428571,0.5714285714285715,18,1.7142857142857142,0.40406101782088427,12,10.857142857142858,0.4232473532055042,76,2.428571428571429,0.536639412837364,17,9
526,3,37,8.788520651286838,37,40,9.19627253681776,40,32,7.95523188132906,32,40,8.05634916725696,40,36,8.454359258760565,36,7
526,4,65,9.519915329391743,65,69,9.845395785940664,69,60,9.155227021662641,60,67,8.918401134053052,67,64,9.461244712782326,64,12
526,5,44,4.9420888725560594,44,50,5.524052092001986,50,36,4.917501213199462,36,46,4.648231987117318,46,44,4.9420888725560594,44,12
526,6,55,6.74817596005608,55,66,7.354652207338502,66,52,6.5551275326798155,52,53,5.743903223629751,53,54,6.802405991465613,54,12
526,7,1,0.2886751345948128,1,5,1.443375672974064,5,1,0.2886751345948128,1,12,0,12,0,0,0,12
526,8,14,2.757908737804898,14,14,2.757908737804898,14,10,1.992409839791244,10,24,2.3741027013091993,24,14,2.757908737804898,14,12
526,9,44,8.127767593909539,44,50,8.451286436054714,50,39,7.149380138420139,39,38,5.474458600601247,38,44,8.127767593909539,44,12
526,10,24,4.842989309769892,24,25,4.832810839052218,25,21,4.5151260930746595,21,33,4.5151260930746595,33,23,4.870287154747343,23,12
526,11,22,4.108380201343089,22,28,4.65800061152526,28,15,3.4410622038709344,15,27,3.278719262151,27,21,3.9571569224748857,21,12
526,12,14,2.7579087378048985,14,14,2.7579087378048985,14,12,2.3741027013091993,12,24,2.3741027013091993,26,14,2.757908737804898,14,12
526,13,0,0,0,0.16666666666666666,0.048112522432468816,0.5,0,0,0,12,0,34,0,0,0,12
526,14,19.833333333333336,4.135531822727293,59.5,22.666666666666664,4.4615988387046706,68,18.333333333333332,4.027490411204685,55,23.833333333333332,3.5866694203486604,71.5,19.5,4.152475834433664,58.5,9
527,4,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7
527,5,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12
527,6,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12
527,7,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12
527,8,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12
527,9,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12
527,10,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12
527,11,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12
527,12,3.166666666666667,0.538696206310758,9,4.166666666666667,0.740114423767947,12,1.8333333333333333,0.27941437073348707,5,13.333333333333334,0.2958751215328648,21,2.833333333333333,0.46307237764309256,8,12
527,13,3.238095238095238,0.5952236650487517,12,4.9523809523809526,0.8377639381914994,20,2.619047619047619,0.49838259667741913,9,13.952380952380953,0.3876352854769917,69,2.761904761904762,0.5018347427001902,10,12
527,14,25.857142857142858,3.9450591964496637,181,30,4.296415211949304,210,23.142857142857142,3.5606981658898627,162,27.857142857142858,3.0144211208584566,195,25.571428571428573,3.906721343445012,179,9
528,13,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6
528,14,0,0,0,1,0.3333333333333334,1,0,0,0,9,0,9,0,0,0,9
