month,year,zip,flu_total,vacc_total,AsmAtck_total,Asma_total,ILIness_total,pat_vis_total,mem_live_total,flu_rate_visit,flu_rate_live,vacc_rate_visit,vacc_rate_live,AsmAtck_rate_visit,AsmAtck_rate_live,Asma_rate_visit,Asma_rate_live,ILIness_rate_visit,ILIness_rate_live
9,2015,424,0,7,0,1,0,241,,0,,29.045643154,,0,,4.1493775934,,0,
10,2015,424,0,6,0,0,0,241,,0,,24.89626556,,0,,0,,0,
11,2015,424,0,2,0,0,0,241,,0,,8.2987551867,,0,,0,,0,
12,2015,424,0,0,0,0,0,241,,0,,0,,0,,0,,0,
1,2015,500,163,978,15,226,1926,53994,36066,3.0188539467,4.5194920424,18.11312368,27.116952254,0.2778086454,0.4159041757,4.1856502574,6.2662895802,35.67063007,53.402096157
2,2015,500,58,565,14,222,1924,53994,36066,1.0741934289,1.6081628126,10.464125644,15.665723951,0.259288069,0.3881772306,4.111567952,6.1553818,35.633588917,53.346642267
3,2015,500,57,511,32,276,2042,53994,36066,1.0556728525,1.5804358676,9.4640145201,14.168468918,0.5926584435,0.8872622414,5.1116790755,7.6526368325,37.819016928,56.618421782
4,2015,500,24,505,42,292,1466,53994,36066,0.4444938326,0.6654466811,9.352891062,14.002107248,0.7778642071,1.1645316919,5.4080082972,8.0962679532,27.151164944,40.647701436
5,2015,500,1,447,20,215,957,53994,36066,0.0185205764,0.027726945,8.2786976331,12.393944435,0.3704115272,0.5545389009,3.9819239175,5.9612931847,17.724191577,26.534686408
6,2015,500,3,581,34,223,785,53994,36066,0.0555617291,0.0831808351,10.760454865,16.109355071,0.6296995963,0.9427161315,4.1300885284,6.1831087451,14.538652443,21.76565186
7,2015,500,1,609,14,198,664,53994,36066,0.0185205764,0.027726945,11.279031003,16.885709533,0.259288069,0.3881772306,3.6670741193,5.4899351189,12.297662703,18.41069151
8,2015,500,1,845,21,256,621,53994,36066,0.0185205764,0.027726945,15.649887024,23.429268563,0.3889321036,0.5822658459,4.7412675482,7.0980979316,11.50127792,17.218432873
9,2015,500,2,1565,24,199,928,53994,36066,0.0370411527,0.0554538901,28.984702004,43.392668996,0.4444938326,0.6654466811,3.6855946957,5.517662064,17.187094862,25.730605002
10,2015,500,1,3432,0,0,550,53994,36066,0.0185205764,0.027726945,63.562618069,95.158875395,0,0,0,0,10.186316998,15.249819775
11,2015,500,4,2419,0,0,462,53994,36066,0.0740823054,0.1109077802,44.801274216,67.071480064,0,0,0,0,8.5565062785,12.809848611
12,2015,500,2,1333,0,0,568,53994,36066,0.0370411527,0.0554538901,24.687928288,36.960017745,0,0,0,0,10.519687373,15.748904786
1,2015,501,107,479,14,90,1542,39720,30583,2.693856999,3.4986757349,12.059415911,15.662296047,0.3524672709,0.4577706569,2.2658610272,2.9428113658,38.821752266,50.420168067
2,2015,501,34,233,23,114,1488,39720,30583,0.8559919436,1.1117287382,5.8660624371,7.618611647,0.5790533736,0.7520517935,2.8700906344,3.7275610633,37.46223565,48.654481248
3,2015,501,62,266,13,112,1644,39720,30583,1.5609264854,2.027270052,6.696878147,8.6976424811,0.3272910373,0.4250727528,2.8197381672,3.6621652552,41.389728097,53.755354282
4,2015,501,19,229,22,112,1118,39720,30583,0.4783484391,0.6212601772,5.7653575025,7.4878200307,0.55387714,0.7193538894,2.8197381672,3.6621652552,28.147029204,36.556256744
5,2015,501,1,216,26,100,910,39720,30583,0.0251762336,0.0326979041,5.4380664653,7.0627472779,0.6545820745,0.8501455057,2.5176233635,3.2697904064,22.910372608,29.755092699
6,2015,501,1,306,10,100,588,39720,30583,0.0251762336,0.0326979041,7.7039274924,10.005558644,0.2517623364,0.3269790406,2.5176233635,3.2697904064,14.803625378,19.22636759
7,2015,501,1,397,6,76,515,39720,30583,0.0251762336,0.0326979041,9.9949647533,12.981067914,0.1510574018,0.1961874244,1.9133937563,2.4850407089,12.965760322,16.839420593
8,2015,501,0,529,8,111,541,39720,30583,0,0,13.318227593,17.29719125,0.2014098691,0.2615832325,2.7945619335,3.6294673511,13.620342397,17.689566099
9,2015,501,1,918,23,104,806,39720,30583,0.0251762336,0.0326979041,23.111782477,30.016675931,0.5790533736,0.7520517935,2.6183282981,3.4005820227,20.29204431,26.354510676
10,2015,501,0,2657,0,0,370,39720,30583,0,0,66.893252769,86.878331099,0,0,0,0,9.3152064451,12.098224504
11,2015,501,1,1465,0,0,432,39720,30583,0.0251762336,0.0326979041,36.883182276,47.902429454,0,0,0,0,10.876132931,14.125494556
12,2015,501,1,636,0,0,517,39720,30583,0.0251762336,0.0326979041,16.012084592,20.795866985,0,0,0,0,13.01611279,16.904816401
1,2015,502,155,961,14,175,1936,63995,39703,2.4220642238,3.9039871042,15.016798187,24.204720046,0.2187670912,0.3526181901,2.7345886397,4.4077273758,30.252363466,48.762058283
2,2015,502,55,510,21,211,1884,63995,39703,0.8594421439,1.3852857467,7.9693726072,12.845376924,0.3281506368,0.5289272851,3.2971325885,5.3144598645,29.439799984,47.452333577
3,2015,502,70,541,23,218,1903,63995,39703,1.0938354559,1.7630909503,8.453785452,13.626174345,0.3594030784,0.5793013122,3.4065161341,5.4907689595,29.73669818,47.930886835
4,2015,502,25,445,28,235,1394,63995,39703,0.39065552,0.6296753394,6.9536682553,11.208221041,0.4375341824,0.7052363801,3.6721618876,5.9189481903,21.782951793,35.110696925
5,2015,502,0,456,20,201,1000,63995,39703,0,0,7.1255566841,11.485278191,0.312524416,0.5037402715,3.1408703805,5.0625897287,15.626220798,25.187013576
6,2015,502,4,596,18,246,822,63995,39703,0.0625048832,0.1007480543,9.3132275959,15.011460091,0.2812719744,0.4533662444,3.8440503164,6.1960053396,12.844753496,20.703725159
7,2015,502,0,649,20,215,694,63995,39703,0,0,10.141417298,16.346371811,0.312524416,0.5037402715,3.3596374717,5.4152079188,10.844597234,17.479787422
8,2015,502,0,989,17,196,743,63995,39703,0,0,15.45433237,24.909956426,0.2656457536,0.4281792308,3.0627392765,4.9366546609,11.610282053,18.713951087
9,2015,502,0,1690,48,240,921,63995,39703,0,0,26.408313149,42.566052943,0.7500585983,1.2089766516,3.7502929916,6.0448832582,14.391749355,23.197239503
10,2015,502,0,3591,0,0,514,63995,39703,0,0,56.113758887,90.446565751,0,0,0,0,8.0318774904,12.946124978
11,2015,502,1,2567,0,0,466,63995,39703,0.0156262208,0.0251870136,40.11250879,64.655063849,0,0,0,0,7.2818188921,11.737148326
12,2015,502,6,1269,0,0,575,63995,39703,0.0937573248,0.1511220815,19.829674193,31.962320228,0,0,0,0,8.9850769591,14.482532806
1,2015,503,153,886,32,323,2032,79557,31904,1.92314944,4.7956369107,11.136669306,27.770812437,0.4022273339,1.0030090271,4.0599821512,10.124122367,25.5414357,63.69107322
2,2015,503,91,496,41,344,1899,79557,31904,1.1438339807,2.8523069208,6.2345236748,15.54663992,0.5153537715,1.2851053159,4.323943839,10.782347041,23.869678344,59.522316951
3,2015,503,87,493,45,364,2183,79557,31904,1.0935555639,2.7269307924,6.1968148623,15.452607823,0.5656321882,1.4104814443,4.5753359227,11.409227683,27.439445932,68.424022066
4,2015,503,43,449,57,369,1667,79557,31904,0.5404929799,1.3477933801,5.6437522782,14.073470411,0.7164674384,1.7866098295,4.6381839436,11.565947844,20.953530173,52.250501505
5,2015,503,2,398,58,355,1219,79557,31904,0.0251392084,0.0626880642,5.0027024649,12.474924774,0.7290370426,1.8179538616,4.462209485,11.127131394,15.322347499,38.208375125
6,2015,503,1,499,48,308,1018,79557,31904,0.0125696042,0.0313440321,6.2722324874,15.640672016,0.6033410008,1.5045135406,3.8714380884,9.6539618857,12.795857058,31.908224674
7,2015,503,1,587,41,330,945,79557,31904,0.0125696042,0.0313440321,7.3783576555,18.398946841,0.5153537715,1.2851053159,4.1479693804,10.343530592,11.878275953,29.620110331
8,2015,503,1,850,40,317,857,79557,31904,0.0125696042,0.0313440321,10.684163556,26.642427282,0.5027841673,1.2537612839,3.9845645261,9.9360581745,10.772150785,26.861835507
9,2015,503,5,1947,62,381,1200,79557,31904,0.0628480209,0.1567201605,24.473019345,61.026830491,0.7793154594,1.94332999,4.7890191938,11.942076229,15.08352502,37.612838516
10,2015,503,4,6278,0,0,761,79557,31904,0.0502784167,0.1253761284,78.911975062,196.7778335,0,0,0,0,9.5654687834,23.852808425
11,2015,503,2,2511,0,0,811,79557,31904,0.0251392084,0.0626880642,31.562276104,78.704864594,0,0,0,0,10.193948993,25.42001003
12,2015,503,3,1171,0,0,825,79557,31904,0.0377088125,0.0940320963,14.719006498,36.703861585,0,0,0,0,10.369923451,25.858826479
1,2015,504,141,459,11,115,1411,27896,27177,5.0544880987,5.1882106193,16.453971896,16.889281378,0.3943217666,0.4047540199,4.1224548322,4.2315192994,50.58072842,51.918902013
2,2015,504,29,337,13,130,1399,27896,27177,1.0395755664,1.0670787799,12.08058503,12.400191338,0.4660166332,0.4783456599,4.6601663321,4.7834565993,50.15055922,51.477352173
3,2015,504,57,331,17,147,1482,27896,27177,2.0433036995,2.0973617397,11.86550043,12.179416418,0.6094063665,0.6255289399,5.2695726986,5.4089855392,53.125896186,54.531405232
4,2015,504,36,366,13,146,1221,27896,27177,1.2905075997,1.3246495198,13.120160597,13.467270118,0.4660166332,0.4783456599,5.2337252653,5.3721897192,43.769716088,44.927696214
5,2015,504,9,270,8,96,791,27896,27177,0.3226268999,0.33116238,9.6788069974,9.9348713986,0.2867794666,0.29436656,3.4413535991,3.5323987195,28.355319759,29.105493616
6,2015,504,2,386,9,123,632,27896,27177,0.0716948666,0.07359164,13.837109263,14.203186518,0.3226268999,0.33116238,4.4092342988,4.5258858594,22.655577861,23.254958237
7,2015,504,1,453,7,84,572,27896,27177,0.0358474333,0.03679582,16.238887296,16.668506458,0.2509320333,0.25757074,3.0111843992,3.0908488796,20.504731861,21.047209037
8,2015,504,3,554,4,87,622,27896,27177,0.1075423,0.11038746,19.859478061,20.384884277,0.1433897333,0.14718328,3.1187266992,3.2012363396,22.297103527,22.887000037
9,2015,504,1,884,23,126,835,27896,27177,0.0358474333,0.03679582,31.689131058,32.527504875,0.8244909664,0.8463038599,4.5167765988,4.6362733194,29.932606825,30.724509696
10,2015,504,6,2375,0,0,446,27896,27177,0.2150845999,0.22077492,85.137654144,87.390072488,0,0,0,0,15.987955262,16.410935718
11,2015,504,3,1280,0,0,401,27896,27177,0.1075423,0.11038746,45.884714654,47.098649593,0,0,0,0,14.374820763,14.755123818
12,2015,504,4,675,0,0,503,27896,27177,0.1433897333,0.14718328,24.197017494,24.837178497,0,0,0,0,18.031258962,18.508297457
1,2015,505,184,547,16,129,1462,30706,27732,5.9923142057,6.6349343718,17.814107992,19.724505986,0.5210708005,0.5769508149,4.201133329,4.6516659455,47.612844395,52.718880715
2,2015,505,64,340,22,142,1375,30706,27732,2.084283202,2.3078032598,11.072754511,12.260204818,0.7164723507,0.7933073705,4.6245033544,5.1204384826,44.779521918,49.581710659
3,2015,505,82,298,25,160,1449,30706,27732,2.6704878525,2.9568729266,9.7049436592,10.745708928,0.8141731258,0.9014856483,5.210708005,5.7695081494,47.18947437,52.250108178
4,2015,505,39,318,27,161,1134,30706,27732,1.2701100762,1.4063176114,10.35628216,11.466897447,0.8793069758,0.9736045002,5.24327493,5.8055675754,36.930892985,40.891389009
5,2015,505,1,297,29,141,756,30706,27732,0.032566925,0.0360594259,9.6723767342,10.709649502,0.9444408259,1.0457233521,4.5919364294,5.0843790567,24.620595323,27.260926006
6,2015,505,3,392,24,135,561,30706,27732,0.0977007751,0.1081782778,12.766234612,14.135294966,0.7816062007,0.8654262224,4.3965348792,4.8680225011,18.270044942,20.229337949
7,2015,505,3,492,19,106,516,30706,27732,0.0977007751,0.1081782778,16.022927115,17.741237559,0.6187715756,0.6851290927,3.4520940533,3.822299149,16.804533316,18.606663782
8,2015,505,0,678,25,151,469,30706,27732,0,0,22.080375171,24.448290783,0.8141731258,0.9014856483,4.9176056797,5.444973316,15.27388784,16.911870763
9,2015,505,3,861,37,173,800,30706,27732,0.0977007751,0.1081782778,28.040122452,31.047165729,1.2049762261,1.3341987596,5.6340780304,6.2382806866,26.053540025,28.847540747
10,2015,505,3,2197,0,0,498,30706,27732,0.0977007751,0.1081782778,71.549534293,79.222558777,0,0,0,0,16.218328665,17.957594115
11,2015,505,1,1784,0,0,483,30706,27732,0.032566925,0.0360594259,58.099394255,64.330015866,0,0,0,0,15.72982479,17.416702726
12,2015,505,3,734,0,0,441,30706,27732,0.0977007751,0.1081782778,23.904122973,26.467618636,0,0,0,0,14.362013939,15.902206837
1,2015,506,163,443,12,85,1657,36580,37594,4.4559868781,4.3357982657,12.110442865,11.783795286,0.3280481137,0.3191998723,2.3236741389,2.2609990956,45.297977037,44.07618237
2,2015,506,52,338,21,101,1478,36580,37594,1.4215418261,1.3831994467,9.2400218699,8.9907964037,0.574084199,0.5585997766,2.7610716238,2.6865989254,40.404592674,39.314784274
3,2015,506,98,327,21,119,1439,36580,37594,2.6790595954,2.6067989573,8.939311099,8.6981965207,0.574084199,0.5585997766,3.2531437944,3.1653987338,39.338436304,38.277384689
4,2015,506,40,291,22,126,1026,36580,37594,1.0934937124,1.0639995744,7.9551667578,7.7405969038,0.6014215418,0.5851997659,3.4445051941,3.3515986594,28.048113723,27.291589083
5,2015,506,4,285,29,103,784,36580,37594,0.1093493712,0.1063999574,7.7911427009,7.5809969676,0.7927829415,0.7713996914,2.8157463095,2.7397989041,21.432476763,20.854391658
6,2015,506,0,432,15,88,544,36580,37594,0,0,11.809732094,11.491195404,0.4100601422,0.3989998404,2.4056861673,2.3407990637,14.871514489,14.470394212
7,2015,506,1,463,20,95,471,36580,37594,0.0273373428,0.0265999894,12.657189721,12.315795074,0.5467468562,0.5319997872,2.597047567,2.5269989892,12.875888464,12.528594989
8,2015,506,0,759,13,88,463,36580,37594,0,0,20.749043193,20.189391924,0.3553854565,0.3457998617,2.4056861673,2.3407990637,12.657189721,12.315795074
9,2015,506,2,956,24,107,753,36580,37594,0.0546746856,0.0531999787,26.134499727,25.429589828,0.6560962274,0.6383997446,2.9250956807,2.8461988615,20.585019136,20.029791988
10,2015,506,3,2733,0,0,482,36580,37594,0.0820120284,0.0797999681,74.7129579,72.697770921,0,0,0,0,13.176599235,12.821194872
11,2015,506,3,1628,0,0,529,36580,37594,0.0820120284,0.0797999681,44.505194095,43.304782678,0,0,0,0,14.461454347,14.071394371
12,2015,506,7,835,0,0,599,36580,37594,0.1913613997,0.1861999255,22.826681247,22.210991116,0,0,0,0,16.375068343,15.933393627
1,2015,507,74,326,24,95,942,28022,9873,2.6407822425,7.495188899,11.633716366,33.01934569,0.8564699165,2.4308720754,3.3901934195,9.622201965,33.616444222,95.411728958
2,2015,507,22,260,23,83,794,28022,9873,0.7850974235,2.2282994024,9.2784240954,26.334447483,0.82078367,2.3295857389,2.9619584612,8.4067659273,28.334879737,80.42135116
3,2015,507,29,257,40,126,826,28022,9873,1.0349011491,2.9373037577,9.1713653558,26.030588474,1.4274498608,4.0514534589,4.4964670616,12.762078396,29.476839626,83.662513927
4,2015,507,19,255,24,105,663,28022,9873,0.6780386839,1.924440393,9.0999928628,25.828015801,0.8564699165,2.4308720754,3.7470558847,10.63506533,23.659981443,67.152841082
5,2015,507,2,218,28,120,486,28022,9873,0.071372493,0.2025726729,7.7796017415,22.080421351,0.9992149026,2.8360174212,4.2823495825,12.154360377,17.343515809,49.225159526
6,2015,507,3,313,24,119,341,28022,9873,0.1070587396,0.3038590094,11.169795161,31.702623316,0.8564699165,2.4308720754,4.246663336,12.05307404,12.169010064,34.538640737
7,2015,507,0,306,26,121,322,28022,9873,0,0,10.919991435,30.993618961,0.9278424095,2.6334447483,4.318035829,12.255646713,11.49097138,32.614200344
8,2015,507,0,421,17,89,310,28022,9873,0,0,15.023909785,42.641547655,0.6066661909,1.72186772,3.1760759403,9.0144839461,11.062736421,31.398764307
9,2015,507,0,866,39,103,420,28022,9873,0,0,30.904289487,87.713967386,1.3917636143,3.9501671225,3.6756833916,10.432492657,14.988223539,42.540261319
10,2015,507,1,1522,0,0,279,28022,9873,0.0356862465,0.1012863365,54.314467204,154.15780411,0,0,0,0,9.9564627792,28.258887876
11,2015,507,1,849,0,0,294,28022,9873,0.0356862465,0.1012863365,30.297623296,85.992099666,0,0,0,0,10.491756477,29.778182923
12,2015,507,0,503,0,0,326,28022,9873,0,0,17.950182,50.947027246,0,0,0,0,11.633716366,33.01934569
1,2015,508,35,100,3,25,350,6333,7050,5.5266066635,4.9645390071,15.790304753,14.184397163,0.4737091426,0.4255319149,3.9475761882,3.5460992908,55.266066635,49.645390071
2,2015,508,13,31,3,21,304,6333,7050,2.0527396179,1.8439716312,4.8949944734,4.3971631206,0.4737091426,0.4255319149,3.3159639981,2.9787234043,48.002526449,43.120567376
3,2015,508,18,46,2,22,314,6333,7050,2.8422548555,2.5531914894,7.2635401863,6.524822695,0.3158060951,0.2836879433,3.4738670456,3.1205673759,49.581556924,44.539007092
4,2015,508,1,55,1,14,181,6333,7050,0.1579030475,0.1418439716,8.6846676141,7.8014184397,0.1579030475,0.1418439716,2.2106426654,1.9858156028,28.580451603,25.673758865
5,2015,508,0,67,3,18,139,6333,7050,0,0,10.579504184,9.5035460993,0.4737091426,0.4255319149,2.8422548555,2.5531914894,21.948523607,19.716312057
6,2015,508,0,81,3,18,115,6333,7050,0,0,12.79014685,11.489361702,0.4737091426,0.4255319149,2.8422548555,2.5531914894,18.158850466,16.312056738
7,2015,508,0,107,1,22,86,6333,7050,0,0,16.895626086,15.177304965,0.1579030475,0.1418439716,3.4738670456,3.1205673759,13.579662087,12.19858156
8,2015,508,0,131,6,21,86,6333,7050,0,0,20.685299226,18.581560284,0.9474182852,0.8510638298,3.3159639981,2.9787234043,13.579662087,12.19858156
9,2015,508,1,205,2,16,130,6333,7050,0.1579030475,0.1418439716,32.370124743,29.078014184,0.3158060951,0.2836879433,2.5264487605,2.2695035461,20.527396179,18.439716312
10,2015,508,0,599,0,0,78,6333,7050,0,0,94.58392547,84.964539007,0,0,0,0,12.316437707,11.063829787
11,2015,508,0,340,0,0,74,6333,7050,0,0,53.68703616,48.226950355,0,0,0,0,11.684825517,10.496453901
12,2015,508,0,165,0,0,98,6333,7050,0,0,26.054002842,23.404255319,0,0,0,0,15.474498658,13.90070922
,2015,509,,,,,,,3,,,,,,,,,,
1,2015,510,109,316,8,75,962,19828,22872,5.4972765786,4.765652326,15.937058705,13.816019587,0.4034698406,0.3497726478,3.7825297559,3.2791185729,48.517248336,42.060160895
2,2015,510,89,229,9,68,1030,19828,22872,4.488601977,3.8912207065,11.549324188,10.012242043,0.4539035707,0.3934942288,3.4294936454,2.9730675061,51.946741981,45.033228402
3,2015,510,119,179,19,77,1078,19828,22872,6.0016138794,5.2028681357,9.0276376841,7.8261629941,0.9582408715,0.8307100385,3.8833972161,3.3665617349,54.367561025,47.131864288
4,2015,510,22,176,5,56,698,19828,22872,1.1095420617,0.9618747814,8.8763364938,7.6949982511,0.2521686504,0.2186079049,2.8242888844,2.4484085345,35.202743595,30.517663519
5,2015,510,4,146,10,48,459,19828,22872,0.2017349203,0.1748863239,7.3633245915,6.383350822,0.5043373008,0.4372158097,2.4208190438,2.0986358867,23.149082106,20.068205666
6,2015,510,0,170,2,55,327,19828,22872,0,0,8.5737341134,7.4326687653,0.1008674602,0.0874431619,2.7738551543,2.4046869535,16.491829736,14.296956978
7,2015,510,0,227,6,65,333,19828,22872,0,0,11.448456728,9.9247988807,0.3026023805,0.2623294858,3.2781924551,2.8419027632,16.794432116,14.559286464
8,2015,510,1,399,7,48,331,19828,22872,0.0504337301,0.043721581,20.123058301,17.444910808,0.3530361106,0.3060510668,2.4208190438,2.0986358867,16.693564656,14.471843302
9,2015,510,4,367,9,67,476,19828,22872,0.2017349203,0.1748863239,18.509178939,16.045820217,0.4539035707,0.3934942288,3.3790599153,2.9293459251,24.006455517,20.811472543
10,2015,510,2,1325,0,0,311,19828,22872,0.1008674602,0.0874431619,66.824692354,57.931094788,0,0,0,0,15.684890054,13.597411682
11,2015,510,3,828,0,0,230,19828,22872,0.1513011902,0.1311647429,41.759128505,36.201469045,0,0,0,0,11.599757918,10.055963624
12,2015,510,5,442,0,0,309,19828,22872,0.2521686504,0.2186079049,22.291708695,19.32493879,0,0,0,0,15.584022594,13.50996852
1,2015,511,83,305,20,132,839,20501,10004,4.048582996,8.2966813275,14.877323057,30.487804878,0.9755621677,1.9992003199,6.4387103068,13.194722111,40.924832935,83.866453419
2,2015,511,26,211,14,100,945,20501,10004,1.268230818,2.5989604158,10.292180869,21.091563375,0.6828935174,1.3994402239,4.8778108385,9.9960015994,46.095312424,94.462215114
3,2015,511,70,184,13,138,1031,20501,10004,3.4144675869,6.9972011196,8.9751719428,18.392642943,0.634115409,1.2994802079,6.7313789571,13.794482207,50.290229745,103.05877649
4,2015,511,29,179,10,121,588,20501,10004,1.4145651432,2.8988404638,8.7312814009,17.892842863,0.4877810838,0.9996001599,5.9021511146,12.095161935,28.68152773,58.776489404
5,2015,511,0,168,18,101,455,20501,10004,0,0,8.1947222087,16.793282687,0.8780059509,1.7992802879,4.9265889469,10.095961615,22.194039315,45.481807277
6,2015,511,2,232,5,76,373,20501,10004,0.0975562168,0.199920032,11.316521145,23.190723711,0.2438905419,0.49980008,3.7071362373,7.5969612155,18.194234428,37.285085966
7,2015,511,0,260,8,89,319,20501,10004,0,0,12.68230818,25.989604158,0.3902248671,0.7996801279,4.3412516463,8.8964414234,15.560216575,31.887245102
8,2015,511,0,368,3,110,398,20501,10004,0,0,17.950343886,36.785285886,0.1463343252,0.299880048,5.3655919223,10.995601759,19.413687137,39.784086365
9,2015,511,11,628,18,111,521,20501,10004,0.5365591922,1.0995601759,30.632652066,62.774890044,0.8780059509,1.7992802879,5.4143700307,11.095561775,25.413394469,52.079168333
10,2015,511,3,1292,0,0,302,20501,10004,0.1463343252,0.299880048,63.021316033,129.14834066,0,0,0,0,14.730988732,30.18792483
11,2015,511,0,733,0,0,247,20501,10004,0,0,35.754353446,73.270691723,0,0,0,0,12.048192771,24.69012395
12,2015,511,1,513,0,0,279,20501,10004,0.0487781084,0.099960016,25.023169601,51.279488205,0,0,0,0,13.609092239,27.888844462
1,2015,512,60,272,5,40,677,15623,16016,3.8404915829,3.7462537463,17.410228509,16.983016983,0.3200409652,0.3121878122,2.5603277219,2.4975024975,43.333546694,42.27022977
2,2015,512,19,186,3,35,743,15623,16016,1.2161556679,1.1863136863,11.905523907,11.613386613,0.1920245791,0.1873126873,2.2402867567,2.1853146853,47.558087435,46.391108891
3,2015,512,52,158,11,51,759,15623,16016,3.3284260385,3.2467532468,10.113294502,9.8651348651,0.7040901235,0.6868131868,3.2644178455,3.1843156843,48.582218524,47.39010989
4,2015,512,49,149,4,52,597,15623,16016,3.1364014594,3.0594405594,9.5372207643,9.3031968032,0.2560327722,0.2497502498,3.3284260385,3.2467532468,38.21289125,37.275224775
5,2015,512,4,160,6,31,350,15623,16016,0.2560327722,0.2497502498,10.241310888,9.99000999,0.3840491583,0.3746253746,1.9842539845,1.9355644356,22.402867567,21.853146853
6,2015,512,0,197,8,38,302,15623,16016,0,0,12.609614031,12.3001998,0.5120655444,0.4995004995,2.4323113359,2.3726273726,19.330474301,18.856143856
7,2015,512,0,237,7,31,240,15623,16016,0,0,15.169941753,14.797702298,0.4480573513,0.4370629371,1.9842539845,1.9355644356,15.361966332,14.985014985
8,2015,512,0,285,4,42,269,15623,16016,0,0,18.242335019,17.794705295,0.2560327722,0.2497502498,2.688344108,2.6223776224,17.21820393,16.795704296
9,2015,512,0,324,9,31,329,15623,16016,0,0,20.738654548,20.22977023,0.5760737374,0.5619380619,1.9842539845,1.9355644356,21.058695513,20.541958042
10,2015,512,1,1212,0,0,230,15623,16016,0.064008193,0.0624375624,77.577929975,75.674325674,0,0,0,0,14.721884401,14.360639361
11,2015,512,3,799,0,0,195,15623,16016,0.1920245791,0.1873126873,51.142546246,49.887612388,0,0,0,0,12.481597644,12.175324675
12,2015,512,2,485,0,0,262,15623,16016,0.1280163861,0.1248751249,31.043973629,30.282217782,0,0,0,0,16.770146579,16.358641359
1,2015,513,58,199,5,41,599,14925,12176,3.8860971524,4.7634691196,13.333333333,16.343626807,0.3350083752,0.4106438896,2.7470686767,3.3672798949,40.13400335,49.195137976
2,2015,513,33,142,8,59,712,14925,12176,2.2110552764,2.7102496715,9.5142378559,11.662286465,0.5360134003,0.6570302234,3.9530988275,4.8455978975,47.70519263,58.475689882
3,2015,513,27,158,10,51,651,14925,12176,1.8090452261,2.2174770039,10.586264657,12.976346912,0.6700167504,0.8212877792,3.4170854271,4.1885676741,43.618090452,53.465834428
4,2015,513,29,124,14,55,540,14925,12176,1.9430485762,2.3817345598,8.3082077052,10.183968463,0.9380234506,1.1498028909,3.6850921273,4.5170827858,36.180904523,44.349540079
5,2015,513,5,107,7,40,334,14925,12176,0.3350083752,0.4106438896,7.1691792295,8.7877792378,0.4690117253,0.5749014455,2.6800670017,3.285151117,22.378559464,27.431011827
6,2015,513,1,124,14,35,277,14925,12176,0.067001675,0.0821287779,8.3082077052,10.183968463,0.9380234506,1.1498028909,2.3450586265,2.8745072273,18.559463987,22.749671485
7,2015,513,1,145,2,38,261,14925,12176,0.067001675,0.0821287779,9.7152428811,11.908672799,0.1340033501,0.1642575558,2.5460636516,3.1208935611,17.487437186,21.435611038
8,2015,513,0,229,14,51,239,14925,12176,0,0,15.343383585,18.807490145,0.9380234506,1.1498028909,3.4170854271,4.1885676741,16.013400335,19.628777924
9,2015,513,0,257,26,62,303,14925,12176,0,0,17.219430486,21.107095926,1.7420435511,2.135348226,4.1541038526,5.0919842313,20.301507538,24.885019711
10,2015,513,0,867,0,0,242,14925,12176,0,0,58.090452261,71.20565046,0,0,0,0,16.21440536,19.875164258
11,2015,513,3,862,0,0,243,14925,12176,0.2010050251,0.2463863338,57.755443886,70.79500657,0,0,0,0,16.281407035,19.957293035
12,2015,513,10,274,0,0,232,14925,12176,0.6700167504,0.8212877792,18.358458961,22.503285151,0,0,0,0,15.54438861,19.053876478
1,2015,514,87,207,3,47,850,14704,12161,5.9167573449,7.1540169394,14.077801959,17.021626511,0.2040261153,0.2466902393,3.1964091404,3.8648137489,57.807399347,69.895567799
2,2015,514,24,137,6,50,795,14704,12161,1.6322089227,1.9735219143,9.3171926007,11.265520928,0.4080522307,0.4933804786,3.4004352557,4.1115039882,54.066920566,65.372913412
3,2015,514,30,134,4,54,839,14704,12161,2.0402611534,2.4669023929,9.1131664853,11.018830688,0.2720348205,0.3289203191,3.6724700762,4.4404243072,57.059303591,68.991036921
4,2015,514,12,114,8,54,545,14704,12161,0.8161044614,0.9867609572,7.752992383,9.374229093,0.5440696409,0.6578406381,3.6724700762,4.4404243072,37.064744287,44.815393471
5,2015,514,0,114,6,39,357,14704,12161,0,0,7.752992383,9.374229093,0.4080522307,0.4933804786,2.6523394995,3.2069731108,24.279107726,29.356138475
6,2015,514,0,172,9,45,340,14704,12161,0,0,11.69749728,14.143573719,0.612078346,0.7400707179,3.0603917301,3.7003535893,23.122959739,27.958227119
7,2015,514,0,273,3,36,245,14704,12161,0,0,18.566376496,22.448811775,0.2040261153,0.2466902393,2.4483133841,2.9602828715,16.662132753,20.146369542
8,2015,514,0,361,18,54,264,14704,12161,0,0,24.551142546,29.685058795,1.2241566921,1.4801414357,3.6724700762,4.4404243072,17.95429815,21.708741057
9,2015,514,0,344,17,61,426,14704,12161,0,0,23.394994559,28.287147439,1.1561479869,1.397911356,4.148531012,5.0160348656,28.971708379,35.030013979
10,2015,514,0,1683,0,0,212,14704,12161,0,0,114.45865071,138.39322424,0,0,0,0,14.417845484,17.43277691
